company_name,market_cap,sector,country,industry,isin,symbol
LOGWIN AG,679881192.4,Transportation,Luxembourg,Trucking,LU1618151879,CEN.PA
HENDERSON SMALLER COS INV TST ORD GBP0.25,678449754,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0009065060,JEDT.L
GROUPE CRIT,677935953.1,Commercial services,France,Personnel services,FR0000036675,NMAN.ST
JPMORGAN EURO DISCOVERY TRUST PLC ORD GBP0.05,677146970,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00BMTS0Z37,KVIKA.IC
NEDERMAN HOLDING AB,674934173.2,Producer manufacturing,Sweden,Industrial machinery,SE0011204510,STORY-B.ST
KVIKA BANKI HF.,674858095.9,Finance,Iceland,Investment banks/Brokers,IS0000020469,GLJ.DE
STORYTEL AB SER. B,673932181.7,Consumer services,Sweden,Publishing: books/magazines,SE0007439443,BEN.PA
GRENKE AG,673706948.5,Finance,Germany,Finance/Rental/Leasing,DE000A161N30,CORE-A.ST
BENETEAU,671396083,Consumer durables,France,Recreational products,FR0000035164,QUEST.AT
COREM PROPERTY GROUP AB SER. A,670316924,Finance,Sweden,Real estate development,SE0010714279,EXM.BR
QUEST HOLDING S.A.,668725030.7,Technology services,Greece,Information technology services,GRS310003009,BRGE.L
EXMAR ORD.,665513422,Transportation,Belgium,Marine shipping,BE0003808251,ESP.L
BLACKROCK GREATER EURO INV TST ORD GBP0.001,664974689,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00B01RDH75,EIFF.PA
EMPIRIC STUDENT PROP PLC GBP0.01,663606962.9,Finance,United Kingdom,Real estate investment trusts,GB00BLWDVR75,M.RO
TOUR EIFFEL,662703031.8,Finance,France,Real estate investment trusts,FR0000036816,BOUV.OL
MED LIFE SA,661763020,Health services,Romania,Medical/Nursing services,ROMEDLACNOR6,ALLIGO-B.ST
BOUVET ASA,661026082.3,Technology services,Norway,Information technology services,NO0010360266,ELIOR.PA
ALLIGO AB SER. B,660609448.6,Distribution services,Sweden,Wholesale distributors,SE0009922305,EOT.L
ELIOR GROUP,660474028.3,Consumer services,France,Restaurants,FR0011950732,NWL.MI
EUROPEAN OPPORTUNITIES TRUST PLC ORD GBP0.01,659677433,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0000197722,INLOT.AT
NEWLAT FOOD,657481956.2,Consumer non-durables,Italy,Food: meat/fish/dairy,IT0005385213,BRSC.L
INTRALOT S.A. (CR),656333900,Technology services,Greece,Packaged software,GRS343313003,DSCV.L
BLACKROCK SMALLER COMPANIES TST PLC ORD GBP0.25,654404047,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0006436108,SYNSAM.ST
DISCOVERIE GROUP PLC ORD GBP0.05,653557495.8,Producer manufacturing,United Kingdom,Electrical products,GB0000055888,TEL.RO
SYNSAM AB,650689647.9,Retail trade,Sweden,Specialty stores,SE0016829709,ADN1.DE
C.N.T.E.E. TRANSELECTRICA BUCURESTI,650064758.9,Utilities,Romania,Electric utilities,ROTSELACNOR9,MARR.MI
ADESSO SE,649976156.9,Commercial services,Germany,Miscellaneous commercial services,DE000A0Z23Q5,EYDAP.AT
MARR,647661640,Distribution services,Italy,Food distributors,IT0003428445,ARAMI.PA
ATHENS WATER SUPPLY S.A. (CR),647289348,Utilities,Greece,Water utilities,GRS359353000,DYVOX.ST
ARAMIS GROUP,646455018,Retail trade,France,Internet retail,FR0014003U94,SYNC.L
DYNAVOX GROUP AB,646282075,Technology services,Sweden,Packaged software,SE0017105620,HWG.L
SYNCONA LIMITED ORD NPV,645422379.1,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GG00B8P59C08,ADMIE.AT
HARWORTH GROUP PLC ORD GBP0.1,643971092.2,Finance,United Kingdom,Real estate development,GB00BYZJ7G42,MEKO.ST
ADMIE (IPTO) HOLDING S.A.(CR),643161677.3,Utilities,Greece,Electric utilities,GRS518003009,PKTM.SW
MEKO AB,642320500,Distribution services,Sweden,Wholesale distributors,SE0002110064,MPCC.OL
PIERER MOBILITY AG,641584409.7,Commercial services,Austria,Miscellaneous commercial services,AT0000KTMI02,BSIF.L
MPC CONTAINER SHIPS ASA,640845512.3,Transportation,Norway,Marine shipping,NO0010791353,LUVE.MI
BLUEFIELD SOLAR INCOME FUND LTD ORD NPV,640660551.1,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GG00BB0RDB98,ASC.MI
LUVE,640643622.5,Producer manufacturing,Italy,Building products,IT0005107492,SIP.BR
ASCOPIAVE,639542653,Utilities,Italy,Gas distributors,IT0004093263,ACOMO.AS
SIPEF,638210910,Process industries,Belgium,Agricultural commodities/Milling,BE0003898187,BOOZT.ST
ACOMO N.V.,637662865,Distribution services,Netherlands,Wholesale distributors,NL0000313286,AUB.PA
BOOZT AB,637489298,Retail trade,Sweden,Catalog/Specialty distribution,SE0009888738,PHI.L
AUBAY,637249375.5,Commercial services,France,Miscellaneous commercial services,FR0000063737,VER.ST
PACIFIC HORIZON INVESTMENT TRUST ORD GBP0.10,637135452,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0006667470,SWTQ.SW
VERVE GROUP SE,637098152.9,Technology services,Sweden,Packaged software,SE0018538068,KOF.PA
SCHWEITER N,636338839.4,Producer manufacturing,Switzerland,Industrial machinery,CH1248667003,MLPLC.PA
KAUFMAN ET BROAD,635196199.6,Consumer durables,France,Homebuilding,FR0004007813,ODF.OL
PLACOPLATRE,633762935,Non-energy minerals,France,Construction materials,FR0000030769,GROW.L
ODFJELL SE,631944291,Transportation,Norway,Marine shipping,NO0003399909,FESTI.IC
MOLTEN VENTURES PLC ORD GBP0.01,631936945.1,Finance,United Kingdom,Investment banks/Brokers,GB00BY7QYJ50,HOFI.ST
FESTI HF.,630990361.4,Retail trade,Iceland,Specialty stores,IS0000020584,SPKSJF.CO
HOIST FINANCE AB,630807104.9,Commercial services,Sweden,Miscellaneous commercial services,SE0006887063,THEP.PA
ALANDSBANKEN ABP (BANK OF ALAND),629489243.3,Finance,Denmark,Regional banks,DK0060670776,WARN.SW
THERMADOR GROUPE,629182558,Distribution services,France,Wholesale distributors,FR0013333432,VBK.DE
WARTECK N,628213068,Finance,Switzerland,Real estate development,CH0002619481,ZEHN.SW
VERBIO SE,627839896,Process industries,Germany,Chemicals: specialty,DE000A0JL9W6,VRC.WA
ZEHNDER N,626323171,Producer manufacturing,Switzerland,Building products,CH0276534614,EXA.PA
VERCOM,625982836.7,Technology services,Poland,Information technology services,PLVRCM000016,CHRY.L
EXAIL TECHNOLOGIES,625928616,Electronic technology,France,Aerospace & defense,FR0000062671,TOM2.AS
CHRYSALIS INVESTMENTS LTD ORD NPV,624871536,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GG00BGJYPP46,UBXN.SW
TOMTOM,623219119.4,Technology services,Netherlands,Packaged software,NL0013332471,DOCS.L
U-BLOX N,622235797,Electronic technology,Switzerland,Computer communications,CH0033361673,SUS.ST
DR. MARTENS PLC ORD GBP0.01,622025214.4,Consumer non-durables,United Kingdom,Apparel/Footwear,GB00BL6NGV24,PAT.DE
SURGICAL SCIENCE SWEDEN AB,621536240.5,Health technology,Sweden,Medical specialties,SE0014428512,EGR1T.TL
PATRIZIA SE,619628000,Finance,Germany,Financial conglomerates,DE000PAT1AG3,FLOB.BR
ENEFIT GREEN,618938336,Utilities,Estonia,Alternative power generation,EE3100137985,GLO.PA
FLORIDIENNE,617877805,Consumer non-durables,Belgium,Food: specialty/candy,BE0003215143,KOMN.SW
GL EVENTS,617081242,Commercial services,France,Miscellaneous commercial services,FR0000066672,ATYM.L
KOMAX N,615506934,Producer manufacturing,Switzerland,Industrial machinery,CH0010702154,NORVA.ST
ATALAYA MINING COPPER S.A. ORD EUR0.09 (CDI),615185319.7,Non-energy minerals,Cyprus,Other metals/Minerals,CY0106002112,RECT.BR
NORVA24 GROUP AB,612932344.1,Industrial services,Sweden,Engineering & construction,SE0017084759,PPH.L
RECTICEL,609326402.4,Process industries,Belgium,Industrial specialties,BE0003656676,PPGN.SW
PPHE HOTEL GROUP LTD ORD NPV,607814522,Consumer services,Netherlands,Hotels/Resorts/Cruise lines,GG00B1Z5FH87,MUB.DE
POLYPEPTIDE N,607311839.3,Health technology,Switzerland,Biotechnology,CH1110760852,GFT.DE
MUEHLBAUER HOLDING AG,606934552.8,Electronic technology,Germany,Computer peripherals,DE0006627201,MBB.DE
PARATUS ENERGY SERVICES LTD,606664060,Technology services,Germany,Information technology services,DE0005800601,SATS.OL
MBB SE,604858224.7,Finance,Germany,Financial conglomerates,DE000A0ETBQ4,BMY.L
SATS ASA,603884577,Consumer services,Norway,Other consumer services,NO0010863285,YZBL.MC
BLOOMSBURY PUBLISHING ORD GBP0.0125,603826227.4,Consumer services,United Kingdom,Publishing: books/magazines,GB0033147751,BUR.PA
"ZAMBAL SPAIN SOCIMI, S.A.",603732209.2,Finance,Spain,Real estate development,ES0105080008,1AT.WA
BURELLE,603633297,Producer manufacturing,France,Auto parts: OEM,FR0000061137,OTOEL.AT
ATAL,603042669,Consumer durables,Poland,Homebuilding,PLATAL000046,CTY1S.HE
OCEAN WILSONS HOLDINGS LTD ORD GBP0.20,601685240.4,Finance,Greece,Finance/Rental/Leasing,GRS337003008,SCHP.PA
CITYCON OYJ,600254757,Finance,Finland,Real estate development,FI4000369947,PCZ.DE
SECHE ENVIRONNEM.,600225533,Industrial services,France,Environmental services,FR0000039109,SIS.DE
PROCREDIT HOLDING AG,599854385,Finance,Germany,Major banks,DE0006223407,SCANFL.HE
FIRST SENSOR AG,597819660,Electronic technology,Germany,Semiconductors,DE0007201907,VETN.SW
SCANFIL PLC,597565073,Electronic technology,Finland,Electronic production equipment,FI4000029905,MOZN.SW
VETROPACK N,596785465,Process industries,Switzerland,Containers/Packaging,CH0530235594,AFK.OL
MOBILEZONE N,596699867.6,Retail trade,Switzerland,Electronics/Appliance stores,CH0276837694,TRE.OL
BOKU INC CMN SHS USD0.0001 (DI) REG S CAT 3/144A,595677757.8,Utilities,Norway,Electric utilities,NO0003572802,SVEAF.ST
TREASURE ASA,592303053.7,Finance,Norway,Financial conglomerates,NO0010763550,BSLN.SW
SVEAFASTIGHETER AB,592207908.7,Finance,Sweden,Real estate development,SE0022243812,GDWN.L
BASILEA N,592189232,Health technology,Switzerland,Pharmaceuticals: major,CH0011432447,HTG.L
GOODWIN ORD GBP0.10,591297007.9,Producer manufacturing,United Kingdom,Industrial machinery,GB0003781050,FEML.L
HUNTING ORD GBP0.25,589147651.8,Industrial services,United Kingdom,Oilfield services/Equipment,GB0004478896,WPL.WA
FIDELITY EMERGING MARKETS LTD PTG SHS NPV,588251646.4,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GG00B4L0PD47,TKBP.SW
WIRTUALNA,586403011.3,Commercial services,Poland,Commercial printing/Forms,PLWRTPL00027,CAF.PA
THURGAUER KB PS,586112134.9,Finance,Switzerland,Regional banks,CH0231351104,NAS.L
CRCAM PARIS ET IDF,585217008,Finance,France,Regional banks,FR0000045528,LPE.PA
NORTH ATLANTIC SMALL COS INVESTM TR ORD GBP0.05,584446968,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0006439003,JEGI.L
LAURENT-PERRIER,583322076.2,Consumer non-durables,France,Beverages: alcoholic,FR0006864484,SBO.VI
JPMORGAN EUROPEAN GTH & INCOME PLC ORD GBP0.005,582833236,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00BPR9Y246,LINK.OL
SCHOELLER-BLECKMANN AG,581539980.3,Industrial services,Austria,Oilfield services/Equipment,AT0000946652,SBT.PA
LINK MOBILITY GROUP HOLDING ASA,581203726,Technology services,Norway,Packaged software,NO0010894231,APR.WA
OENEO,580429210.8,Process industries,France,Containers/Packaging,FR0000052680,GTC.WA
AUTOPARTN,579343140,Distribution services,Poland,Wholesale distributors,PLATPRT00018,ATTICA.AT
GTC,576950073.8,Finance,Poland,Real estate development,PLGTC0000037,EG7.IR
ATTICA HOLDINGS SA,574846246.9,Transportation,Greece,Marine shipping,GRS144003001,THG.L
FBD Holdings PLC,571435811,Finance,Ireland,Property/Casualty insurance,IE0003290289,CBAV.MC
THG PLC ORD GBP0.005,569747254,Retail trade,United Kingdom,Internet retail,GB00BMTV7393,CCR.L
CLINICA BAVIERA S.A.,569058361.2,Health services,Spain,Hospital/Nursing management,ES0119037010,PHIL.MI
C&C GROUP ORD EUR0.01 (CDI),568990683,Consumer non-durables,Ireland,Beverages: alcoholic,IE00B010DT83,SECARE.ST
PHILOGEN,567669314.8,Health technology,Italy,Pharmaceuticals: major,IT0005373789,ABS.WA
SWEDENCARE AB,564387191,Health technology,Sweden,Pharmaceuticals: major,SE0015988167,VASTB.BR
ASSECOBS,564054348,Technology services,Poland,Packaged software,PLABS0000018,MN.MI
VASTNED NV,561554252,Finance,Belgium,Real estate development,BE0003754687,BLKB.SW
MONDADORI EDIT,560708060,Consumer services,Italy,Publishing: books/magazines,IT0001469383,FREN.SW
BASELLAND KB PS,559878318,Finance,Switzerland,Major banks,CH0001473559,SVOL-A.ST
FUNDAMENTA REAL ESTATE N,558834949.1,Finance,Switzerland,Real estate development,CH0045825517,POLN.L
SVOLDER AB SER. A,558066449.1,Finance,Switzerland,Financial conglomerates,SE0017161441,QDT.PA
POLLEN STREET GROUP LIMITED ORD GBP0.01,557761202.6,Finance,United Kingdom,Investment managers,GG00BMHG0H12,BOWL.L
QUADIENT S.A.,557473500,Producer manufacturing,France,Office equipment/Supplies,FR0000120560,FILA.MI
HOLLYWOOD BOWL GROUP PLC ORD GBP0.01,556015059,Consumer services,United Kingdom,Movies/Entertainment,GB00BD0NVK62,PHARM.AS
FILA,555586272.4,Producer manufacturing,Italy,Office equipment/Supplies,IT0004967292,RING.OL
PHARMING GROUP,554953968,Health technology,Netherlands,Pharmaceuticals: major,NL0010391025,TTK.DE
SPAREBANK 1 RINGERIKE HADELAND,553431181,Finance,Norway,Regional banks,NO0006390400,NXI.PA
TAKKT AG,553176865.1,Distribution services,Germany,Wholesale distributors,DE0007446007,ARH.WA
NEXITY,553095091,Finance,France,Real estate development,FR0010112524,VIRI.PA
ARCHICOM,552050067,Finance,Poland,Real estate development,PLARHCM00016,CRC.RO
VIRIDIEN,550456911.7,Industrial services,France,Oilfield services/Equipment,FR001400PVN6,RCS.MI
CHIMCOMPLEX BORZESTI SA ONESTI,550364537,Process industries,Romania,Chemicals: specialty,ROCHOBACNOR8,EQS.PA
RCS MEDIAGROUP,549284671.3,Consumer services,Italy,Publishing: newspapers,IT0004931496,OAP3.L
EQUASENS,548426981,Technology services,France,Packaged software,FR0012882389,XFAB.PA
OCTOPUS APOLLO VCT PLC ORD GBP0.001,548247630,Finance,United Kingdom,Investment managers,GB00B17B3479,CER.L
X-FAB SILICON FOUNDRIES SE,548085859.8,Electronic technology,Belgium,Semiconductors,BE0974310428,ATS.VI
CERILLION PLC ORD GBP0.005,547609029,Technology services,United Kingdom,Packaged software,GB00BYYX6C66,AIE.L
AT&S AUSTRIA TECH.&SYSTEMTECH.,546664435.5,Electronic technology,Austria,Electronic components,AT0000969985,RBW.WA
ASHOKA INDIA EQUITY INV TRUST PLC ORD GBP0.01,545842486,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00BF50VS41,CRST.L
RAINBOW,543681082.4,Consumer services,Poland,Other consumer services,PLRNBWT00031,KID.OL
CREST NICHOLSON HLDGS PLC ORD GBP0.05,541458457.5,Consumer durables,United Kingdom,Homebuilding,GB00B8VZXT93,CBG.L
KID ASA,541112188.1,Retail trade,Norway,Specialty stores,NO0010743545,CRT.L
CLOSE BROS GROUP PLC ORD GBP0.25,540347322.8,Finance,United Kingdom,Investment banks/Brokers,GB0007668071,VLA.PA
CARE REIT PLC ORD GBP0.01,540099810.1,Finance,United Kingdom,Real estate investment trusts,GB00BYXVMJ03,PAY.L
VALNEVA SE,539816022.8,Health technology,France,Biotechnology,FR0004056851,TFF.PA
PAYPOINT ORD GBP0.0033,539158698,Finance,United Kingdom,Regional banks,GB00B02QND93,LSC.L
TFF GROUP,538289744.3,Process industries,France,Containers/Packaging,FR0013295789,MAB1.L
LONDON SECURITY PLC ORD GBP0.01,537455672,Producer manufacturing,United Kingdom,Industrial machinery,GB0005314363,SPG.CO
MORTGAGE ADVICE BUREAU (HOLDINGS) PLC,536795125.2,Finance,United Kingdom,Finance/Rental/Leasing,GB00BQSBH502,WHR.L
SP GROUP A/S,535749684.1,Process industries,Denmark,Industrial specialties,DK0061027356,WSU.F
GULF KEYSTONE PETROLEUM LIMITED COM SHS USD1.00 (DI),535186437.7,Finance,United Kingdom,Real estate investment trusts,GB00BD2NCM38,MEKKO.HE
WASHTEC AG,534687827.2,Producer manufacturing,Germany,Industrial machinery,DE0007507501,FSFL.L
MARIMEKKO CORPORATION,533954757,Consumer non-durables,Finland,Apparel/Footwear,FI0009007660,METN.SW
FORESIGHT SOLAR FUND LTD ORD NPV,533867351,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,JE00BD3QJR55,GSF.OL
METALL ZUG AG,533667226.1,Health technology,Switzerland,Medical specialties,CH0039821084,CIR.MI
GRIEG SEAFOOD,533603038.9,Process industries,Norway,Agricultural commodities/Milling,NO0010365521,PARB.OL
CIR,533572249.2,Producer manufacturing,Italy,Auto parts: OEM,IT0000070786,NRG.PA
PARETO BANK ASA,533146899,Finance,Norway,Regional banks,NO0010397581,KRI.AT
NRJ GROUP,532661383.1,Consumer services,France,Broadcasting,FR0000121691,ATR.L
KRI-KRI MILK INDUSTRY S.A (CR),532311507,Consumer non-durables,Greece,Food: meat/fish/dairy,GRS469003024,BRNL.AS
SCHRODER ASIAN TOTAL RTN INV CO PLC ORD GBP0.05,528546631,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0008710799,R4.MC
BRUNEL INTERNAT,528415904.3,Commercial services,Netherlands,Miscellaneous commercial services,NL0010776944,STEF-B.ST
"RENTA 4 BANCO, S.A.",528202347,Finance,Spain,Major banks,ES0173358039,YIT.HE
STENDORREN FASTIGHETER AB SER. B,528067970,Finance,Sweden,Real estate development,SE0006543344,LINDEX.HE
YIT CORPORATION,527541086.8,Finance,Finland,Real estate development,FI0009800643,VPBN.SW
LINDEX GROUP OYJ,526799752,Retail trade,Finland,Apparel/Footwear retail,FI0009000251,IDIP.PA
VPB VADUZ N,525274406,Finance,Liechtenstein,Major banks,LI0315487269,REITIR.IC
IDI,524812671.4,Finance,France,Investment managers,FR0000051393,NCC.L
REITIR FASTEIGNAFELAG HF,524430261,Finance,Iceland,Real estate investment trusts,IS0000020352,CBF.WA
NCC GROUP ORD GBP0.01,523821754.5,Technology services,United Kingdom,Information technology services,GB00B01QGK86,THRG.L
CYBERFLKS,520094524.9,Communications,Poland,Specialty telecommunications,PLR220000018,MLG.WA
BLACKROCK THROGMORTON TRUST PLC ORD GBP0.05,519563053.4,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0008910555,AAS.L
MLPGROUP,518809200.2,Finance,Poland,Real estate development,PLMLPGR00017,ATT.WA
ABRDN ASIA FOCUS PLC ORD GBP0.05,518410381.3,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00BMF19B58,PLEJD.ST
GRUPAAZOTY,517979495.7,Process industries,Poland,Chemicals: agricultural,PLZATRM00012,OHLA.MC
PLEJD AB,515775992.5,Technology services,Sweden,Packaged software,SE0008014476,ELLAKTOR.AT
"OBRASCON HUARTE LAIN, S.A.",513773882.1,Industrial services,Spain,Engineering & construction,ES0142090317,NBG6.DE
ELLAKTOR SA,512070571,Industrial services,Greece,Engineering & construction,GRS191213008,EVS.BR
NURNBERGER BETEILIGUNGS AG,511842230,Finance,Germany,Life/Health insurance,DE0008435967,ETG.DE
EVS BROADC.EQUIPM.,511488038,Consumer durables,Belgium,Electronics/Appliances,BE0003820371,ALGIL.PA
ENVITEC BIOGAS AG,511281898,Industrial services,Germany,Engineering & construction,DE000A0MVLS8,CSN.L
GROUPE GUILLIN,507870024,Process industries,France,Containers/Packaging,FR0012819381,SBB-B.ST
CHESNARA PLC ORD GBP0.05,503743346,Finance,United Kingdom,Multi-line insurance,GB00B00FPT80,GOTL-A.ST
SAMHALLSBYGGNADSBO. I NORDEN AB SER. B,503530135.9,Finance,Sweden,Real estate development,SE0009554454,HTRO.ST
